ROI time;17.9665
Total time;242.996
nodes;1
processes;1
threads;4
width;131072
height;131072
size;34
bin;count
0;67112577
1;67121061
2;67121150
3;67104207
4;67115946
5;67100023
6;67105735
7;67104305
8;67111942
9;67100759
10;67088058
11;67113795
12;67113194
13;67097034
14;67127735
15;67107762
16;67122943
17;67101116
18;67105228
19;67116741
20;67095512
21;67103003
22;67107261
23;67105980
24;67106795
25;67111207
26;67117867
27;67115195
28;67130513
29;67108658
30;67114441
31;67111240
32;67118149
33;67113505
34;67104395
35;67101795
36;67114677
37;67089727
38;67119064
39;67096628
40;67100397
41;67119189
42;67108151
43;67119746
44;67118518
45;67113705
46;67114734
47;67115617
48;67117877
49;67105520
50;67105225
51;67109112
52;67093224
53;67120878
54;67105407
55;67108855
56;67114184
57;67103950
58;67124876
59;67100771
60;67114510
61;67102015
62;67105278
63;67106142
64;67118670
65;67096492
66;67090172
67;67106311
68;67114573
69;67102055
70;67117252
71;67115707
72;67109948
73;67094053
74;67104287
75;67095657
76;67115336
77;67106031
78;67097636
79;67089195
80;67119404
81;67092660
82;67112515
83;67110296
84;67087985
85;67109488
86;67117780
87;67107245
88;67111479
89;67108202
90;67107830
91;67115400
92;67099057
93;67117498
94;67114334
95;67102008
96;67128236
97;67109202
98;67084587
99;67098764
100;67120675
101;67112526
102;67105771
103;67109824
104;67107891
105;67101920
106;67100353
107;67118598
108;67108619
109;67102557
110;67100904
111;67108873
112;67121926
113;67096408
114;67110736
115;67117360
116;67120073
117;67109311
118;67121568
119;67121298
120;67096290
121;67108616
122;67120903
123;67094013
124;67108811
125;67118403
126;67118195
127;67107473
128;67120951
129;67095524
130;67106166
131;67106276
132;67120285
133;67108434
134;67106973
135;67128668
136;67105823
137;67102766
138;67101155
139;67121919
140;67107435
141;67089203
142;67106546
143;67092440
144;67101195
145;67109965
146;67112003
147;67099078
148;67106653
149;67101387
150;67089668
151;67113424
152;67101559
153;67109012
154;67111869
155;67113651
156;67117250
157;67114619
158;67101984
159;67099753
160;67111627
161;67099186
162;67099737
163;67108594
164;67114260
165;67094880
166;67108764
167;67093471
168;67133089
169;67113720
170;67101377
171;67113512
172;67115748
173;67117211
174;67110897
175;67122013
176;67106663
177;67124720
178;67115392
179;67116404
180;67112037
181;67110349
182;67100193
183;67107422
184;67113209
185;67103937
186;67110270
187;67104013
188;67110302
189;67102717
190;67110027
191;67114650
192;67128255
193;67113014
194;67105096
195;67104834
196;67103491
197;67110993
198;67116755
199;67105159
200;67118741
201;67112083
202;67110785
203;67114267
204;67111262
205;67113286
206;67123921
207;67114276
208;67107286
209;67102588
210;67110968
211;67093175
212;67116518
213;67093054
214;67094081
215;67101756
216;67096263
217;67103058
218;67102520
219;67105676
220;67111927
221;67090896
222;67122244
223;67099093
224;67121191
225;67110285
226;67119642
227;67118580
228;67118622
229;67106150
230;67099825
231;67100467
232;67109980
233;67108904
234;67112750
235;67098539
236;67113230
237;67100045
238;67113345
239;67097520
240;67118349
241;67103225
242;67132916
243;67108498
244;67110942
245;67101480
246;67130730
247;67089719
248;67107264
249;67109945
250;67115198
251;67115831
252;67110208
253;67107520
254;67101963
255;67112931
