ROI time;4.50198
Total time;60.7126
nodes;1
processes;1
threads;4
width;65536
height;65536
size;32
bin;count
0;16776086
1;16782809
2;16783230
3;16775006
4;16779721
5;16776421
6;16775820
7;16774995
8;16779736
9;16776281
10;16779652
11;16782511
12;16769443
13;16769454
14;16781937
15;16780330
16;16772913
17;16767365
18;16776143
19;16778543
20;16777290
21;16769756
22;16781718
23;16772577
24;16779180
25;16778246
26;16780958
27;16768916
28;16776682
29;16777201
30;16778576
31;16773683
32;16771482
33;16777474
34;16771647
35;16774581
36;16781339
37;16775372
38;16782596
39;16781688
40;16778884
41;16783128
42;16776854
43;16778019
44;16779941
45;16767633
46;16773483
47;16772185
48;16774473
49;16778860
50;16777199
51;16776940
52;16777331
53;16779965
54;16784625
55;16782179
56;16774931
57;16772656
58;16775502
59;16775184
60;16773541
61;16775721
62;16780557
63;16773570
64;16776211
65;16783934
66;16786116
67;16772203
68;16772087
69;16777992
70;16780078
71;16781419
72;16777608
73;16778658
74;16780341
75;16775234
76;16776256
77;16771844
78;16779207
79;16780346
80;16775481
81;16780535
82;16778592
83;16784534
84;16773806
85;16781388
86;16776482
87;16777699
88;16773301
89;16778918
90;16773609
91;16775867
92;16775313
93;16774505
94;16770540
95;16771088
96;16775516
97;16771275
98;16776740
99;16772699
100;16781248
101;16778041
102;16779570
103;16770771
104;16780389
105;16780225
106;16773197
107;16777176
108;16772489
109;16773400
110;16781270
111;16776834
112;16774790
113;16785518
114;16783310
115;16785631
116;16777791
117;16770450
118;16772807
119;16782158
120;16777034
121;16771732
122;16772432
123;16772772
124;16777268
125;16787772
126;16782506
127;16775213
128;16779325
129;16765668
130;16778896
131;16780879
132;16773163
133;16780207
134;16783005
135;16778807
136;16778661
137;16771829
138;16778030
139;16776985
140;16772935
141;16777116
142;16783886
143;16771647
144;16779688
145;16780427
146;16775098
147;16774365
148;16775947
149;16777575
150;16776801
151;16772756
152;16780552
153;16777920
154;16769930
155;16779350
156;16772259
157;16769780
158;16786134
159;16776281
160;16775961
161;16777979
162;16779411
163;16779720
164;16774918
165;16778763
166;16774820
167;16774306
168;16779454
169;16781690
170;16774595
171;16772391
172;16782641
173;16776234
174;16783104
175;16781105
176;16776692
177;16776010
178;16773804
179;16780228
180;16773466
181;16778196
182;16778160
183;16777440
184;16777084
185;16771964
186;16773324
187;16778393
188;16781340
189;16777266
190;16780738
191;16775261
192;16778494
193;16779093
194;16776239
195;16778773
196;16780086
197;16780211
198;16776862
199;16775520
200;16775947
201;16777765
202;16781417
203;16777125
204;16776597
205;16780174
206;16775201
207;16778480
208;16773963
209;16775345
210;16778028
211;16780112
212;16772013
213;16783600
214;16783146
215;16780347
216;16776842
217;16771493
218;16770296
219;16776480
220;16783812
221;16775182
222;16782914
223;16777300
224;16779097
225;16770448
226;16778617
227;16775128
228;16787771
229;16775967
230;16776961
231;16783698
232;16780881
233;16782661
234;16770149
235;16771803
236;16783320
237;16777990
238;16780059
239;16770729
240;16778835
241;16770327
242;16784299
243;16778100
244;16778225
245;16772792
246;16784118
247;16774784
248;16772794
249;16772091
250;16781599
251;16785038
252;16777447
253;16773974
254;16782476
255;16779966
