ROI time;4.85352
Total time;230.238
nodes;2
processes;2
threads;32
width;131072
height;131072
size;34
bin;count
0;67106313
1;67105093
2;67110836
3;67113659
4;67111338
5;67114982
6;67098152
7;67102507
8;67103041
9;67121018
10;67117663
11;67095395
12;67106623
13;67110976
14;67109118
15;67099554
16;67096695
17;67102290
18;67103178
19;67107458
20;67103416
21;67113253
22;67111904
23;67112218
24;67110785
25;67112460
26;67095998
27;67100351
28;67115504
29;67109333
30;67118722
31;67106060
32;67117173
33;67110488
34;67111945
35;67102452
36;67123142
37;67122866
38;67119010
39;67105736
40;67116806
41;67107005
42;67111936
43;67106158
44;67109754
45;67110208
46;67095057
47;67102832
48;67095121
49;67112959
50;67109118
51;67123648
52;67091855
53;67107178
54;67112609
55;67109655
56;67097543
57;67123831
58;67118262
59;67116463
60;67116671
61;67110814
62;67103008
63;67106732
64;67098869
65;67107837
66;67104760
67;67104589
68;67116946
69;67106372
70;67096763
71;67111557
72;67107844
73;67104998
74;67109436
75;67112628
76;67100029
77;67103704
78;67104163
79;67121601
80;67104322
81;67102376
82;67119859
83;67100347
84;67110739
85;67111016
86;67109999
87;67109781
88;67122491
89;67104757
90;67110079
91;67102187
92;67122001
93;67107263
94;67116304
95;67114674
96;67106713
97;67115481
98;67110311
99;67114715
100;67122161
101;67108085
102;67120356
103;67101351
104;67103527
105;67110578
106;67121809
107;67099815
108;67117557
109;67105987
110;67107468
111;67108096
112;67112315
113;67100936
114;67106481
115;67112920
116;67105020
117;67116878
118;67107358
119;67100208
120;67121599
121;67105371
122;67094697
123;67095198
124;67111029
125;67097923
126;67099517
127;67076274
128;67105721
129;67124469
130;67115959
131;67112025
132;67098594
133;67111104
134;67118823
135;67105875
136;67114449
137;67106940
138;67102446
139;67104985
140;67110600
141;67118189
142;67104952
143;67105906
144;67125692
145;67110855
146;67110197
147;67120799
148;67095504
149;67121531
150;67116239
151;67099302
152;67107650
153;67115564
154;67105255
155;67096415
156;67110156
157;67119364
158;67106368
159;67100965
160;67112462
161;67115426
162;67118802
163;67109623
164;67092237
165;67107099
166;67110786
167;67106017
168;67101527
169;67109711
170;67114505
171;67122778
172;67112841
173;67111769
174;67102024
175;67104863
176;67116826
177;67111685
178;67102771
179;67105209
180;67092349
181;67109965
182;67107990
183;67112075
184;67108704
185;67110263
186;67088246
187;67105275
188;67100441
189;67106404
190;67103215
191;67089049
192;67121887
193;67100744
194;67100364
195;67104506
196;67118960
197;67124329
198;67100868
199;67106030
200;67116529
201;67114455
202;67098630
203;67121112
204;67115417
205;67106068
206;67124896
207;67103071
208;67113222
209;67101825
210;67114174
211;67093850
212;67104186
213;67120306
214;67126094
215;67112059
216;67112483
217;67108881
218;67122495
219;67104984
220;67117758
221;67099862
222;67112247
223;67121558
224;67113691
225;67108191
226;67108565
227;67106268
228;67112243
229;67128803
230;67103817
231;67120484
232;67103231
233;67117622
234;67093115
235;67107706
236;67114370
237;67100000
238;67111096
239;67128722
240;67113304
241;67117504
242;67100509
243;67115231
244;67087941
245;67106039
246;67104808
247;67099797
248;67119169
249;67104500
250;67097903
251;67110596
252;67104459
253;67111788
254;67101007
255;67095072
